,tweet_id,sentiment,author,content
28104,1696045388,joy,scottyang,167 SQL queries to display one single deal page on OzBargain. Looks like I'll have fun optimising it!  Bad bad Drupal...
32181,1752194700,joy,lettucegirl,@kricket_rc234 good morning sushine!
25081,1695002255,joy,upidisiini,is upload video geje di youtube  http://plurk.com/p/rqaoe
37020,1753416608,joy,violetbakes,"@hilaryjp  I've already done my washing, I have a spring in my step this morning"
28354,1696176922,joy,hayesdev,TextMate crashed for the first time in 3 months. Not too bad actually  #textmate
29678,1751322564,joy,melissaaah,i'm so happy i aced my final!
35396,1753095413,joy,130587,joininghe bandwagon.... wheeeeeeeeeeee.
16283,1965293996,joy,madlymint,@flossa  have a glass of cold water and meditate a bit. &lt;3
20458,1694051573,joy,eistav,@roynuj thank you  Feel much more relaxed now that everything isn't as scary as in the beginning
34133,1752796810,joy,Cinnny,@tabbycat224 gooood we miss you!!  hope you had fun w/the in-laws haha
37309,1753466925,joy,kurtisblow,Sleepy time..   happy mothers day all u momz
31703,1752050926,joy,KaylaBabe18,Relaxin after a fun day
38645,1753694190,joy,AndyGER,In about 2 hours from now i will find out how good the STAR TREK Film from J.J. really is. A Ticket costs 9 Euro and i hope its worth it
21950,1694330333,joy,skardhamar,I'm entering a two month study/exam period.  Which is awesome. - See you on the flip side
12037,1963425836,joy,dshep04,@Harley_Dude @helloo_kitty @morninglory well aren't you just absolutely special. Haha special ed. I think I've received no new followers
28471,1696217579,joy,Greenoctopus21,Rain makes for a good study day  almost done!!
9892,1962738252,joy,harrywilly,"I can't wait to start my weekend. I'm so sick of working, I have to self-medicate, and I'm fresh out of herb"
19818,1966358387,joy,Corij09,@Jonasbrothers friends of mine just meet you today..... I can't wait until it is my turn
23197,1694569930,joy,kenistyles,"@sofiavalentine cool baby, when are you going to go? I'll be there in July!"
34347,1752847169,joy,NakedNeighbors,@amberchase ~ We voted! You have 760 now.
27511,1695805506,joy,yasir_ibrahim,@chiacy  Thanks
1102,1957216827,joy,shellsandcheese,I just spent 2 hours playing TF2 and I don't think I'm any better at it than when I started.
32527,1752321848,joy,floridiantwist,@aramos82 yes! the pool opened this weekend
23884,1694707916,joy,kellz326,@RichieSosa I want some....LOL  I got the coffee ha ha
22364,1694418836,joy,dominiktrax,checking iDestroy sales.... sales are good
32838,1752415700,joy,danieller00lz,I miss @lavren cant wait until June for HIL HANGZ~ Tonight was sososo good
37532,1753500620,joy,beau05,"Happy robbie drank a good bit, as long as he doesn't wake up sick"
9924,1962744991,joy,littlelylygirl,"@mileycyrus aww if I could, I would...  GBY ;)"
22220,1694383453,joy,gvarelaknight,On way back home after a crazy night on the coast
18397,1965958170,joy,AWDawno,"@LisaSpangenberg sadly @Dawno isn't me. It's some1 w/ 1 follower 1 update &amp; hasn't used Twitter since May 1, '07  I wanted that name, too"
31703,1752050926,joy,KaylaBabe18,Relaxin after a fun day
9727,1962696685,joy,NeFReTBoYSs,Knight Online Come Back
25839,1695220087,joy,eMac83,its gonna be a great week! dallas next weekend!!!
25381,1695082055,joy,Skaylaa,mufasa!!!! warriors or the OCEAN!  hahahahahaha
30765,1751714893,joy,KianaLuvsYou,I would love to sleep with pete Lmfao   jk
14282,1964449335,joy,cwarden,Grrr! My internet will be up and running next Wed  at least now I have a def. Answer!
20722,1694091564,joy,BassJunkie,"@Trekkygeek Aye, May the 4th be with you"
8740,1962295396,joy,ssanchez,"It's official, I'm finally getting grey hairs at 36  #fb"
32744,1752385054,joy,MissSab,Didn't meet Rosie O Donnell but it was still a fun night
3,1956967789,joy,czareaquino,wants to hang out with friends SOON!
27131,1695656449,joy,docrob,@ponet thats funny.. actually.. i could use a haircut...might be growing it out thru August for Woodstock Anniversary Party....40 yrs
25289,1695054909,joy,rena_higgins,Gonna try to get a couple hours of sleep. Love going to bed at 9 am. Later Twitter
21271,1694202470,joy,DestriDoll,@staceeeeee goodnight Cuppycake  hope you have a good day and don't feel so blah!  XxOo
33938,1752748669,joy,BryceWinton,BEP KILLED IT! Oh and leighton meester waved at us!
9027,1962398157,joy,MaternalSpark,just got the dreaded call from babysitter - little H has bumped her head  Sitter says she's fine and goose egg is going down fast
31256,1751886346,joy,MOHFANZ,@jadedcreative did you find me a spot on your team??  wink wink.
28055,1696043585,joy,BeckyPool,@Perpetual_Kid May the 4th be with you
35234,1753052380,joy,epalayan,Cum fiesta at my house in my mouth  hit me up for the password
12617,1963643799,joy,SarahPsyDeal,@eedawson It's not gonna storm!  because I said so!
35814,1753178619,joy,notcot,@yongfook  ack ~ of course i'm a person! but i think @alaskamiller knows that
29073,1751071460,joy,justinmunger,"@E315 -. ---    .--. -... .-. --- .-.. . --   It would be better to hear that then read it, but it's a start"
19353,1966237909,joy,pinkymomo17,hi from chile!!! It's 9 deg C  winter's coming....cant wait for cali sun.
23455,1694626371,joy,jochaguevara,@DD_Lovato Never been better thanks  what are you up to?
32571,1752323526,joy,sweetdreamer,@oheather78 Sweet! I'm a Jaycee one-letter-er I think. Just D!
21015,1694147394,joy,ScuzzMonkey,just saw an advert for ATTICS TO EDEN on tv  out today and only ï¿½9.99 from HMV...so I'm not sure why I had to pay ï¿½13 at HMV...never mind
27480,1695803751,joy,leahPanilan,Is off today and gonna go shopping!! T-minus 22 days til CUUUBA!!
12304,1963529093,joy,Lamb_Leanne,BGT!!!!!!! - Will be gutted when it finishes tomorrow  - Stavros Flatley all the way!
23228,1694571153,joy,OSteEL,"@tankianann it actually is ;) According to all the retweets, at least!"
34713,1752941781,joy,rkmonkey,great reason!! @Karuna: &quot;I'll be there  @rkmonkey: &quot;trying to find an excuse to go to LA for 5/22 show @mello... ? http://blip.fm/~5z0dc
27754,1695921907,joy,McZiggz,"Getting some DMs asking where I fell off to the past few days  I was sick, but am all better now. I appreciate the concern! Game On!"
34051,1752773731,joy,jankybear,@vrowhani nope - just playing with one  i think i'm going to wait for the next iphone
28204,1696088846,joy,veryyfresh,@dayzie63 LMï¿½ï¿½oï¿½o! my job is funn
28898,1751001384,joy,msobiewan,Night of the cookers with my dad
24369,1694814890,joy,kimtagg,i'm yours.  hahahaha jason mraz &lt;3 lol
15129,1964741518,joy,jumpinglegacy,http://twitpic.com/67ljj - As if teenagers need any more encouragement
29837,1751360862,joy,Jazzmatazzz,@YoshiTori Yeaup. I was gonna tell ya that
21366,1694221331,joy,lexipanda,"@myepeenisbigger hey jesse, here's your background  let me know what you think! http://tinyurl.com/cf2yuj"
32367,1752258753,joy,WhitRo6060,@mahhsaayyy haha! well im glad i made you feel better in your time of struggle
33867,1752724826,joy,shabzcohelp,@appstoremod Mind telling me which book  cuz i was at barnes and nobles today and found 2 books that looked promising
21582,1694257956,joy,menikw,"@Ah_Lex_Ah hey alexa, you heard right  looking forward to causing some mischief on friday!!"
30672,1751679911,joy,mlasister,after prom party tonight
20972,1694145686,joy,laijinfong,Design galore! Yayyyyyyy  progress beyond my imagination. Now...to get my flattie to sort out the Internet to send orders out!
37772,1753548451,joy,MelissaWOOF,@laurenwhispers Greenday are coming in December
37569,1753515747,joy,SunnySP,gonna walk around for an hour now :I but I'm totally motivated! Wahahaha
21165,1694182910,joy,NotProfane,"@tynishakeli I like Light out, Walls up &amp; shatter'd the most! Great work, Germany must get to know you asap.."
24655,1694882523,joy,ThePhene,"well, having looked at my bruv's exam timetable and french oral exam I feel very fortunate  now to, erm, digest my morning revision..."
21115,1694166475,joy,bzdesigns,@honeytweets I also believe in some things are meant to happen.
27234,1695694079,joy,howardcwu,@kazab I like them. I mean I like what's left of them.
27018,1695619268,joy,jacoblovie,@sea_breez Yer please do! Have a good day!
22643,1694458351,joy,m4s,Don't let the sun catch you crying - Oh my.. so cool  http://tinyurl.com/cugy8c
27932,1695965537,joy,lewisdenby,@ChaosSmurf Yes! You do!
5800,1961056742,joy,Marialexandra,"Visit 2  La Ventana de los Cielos foundation was pushed bck 2 weeks,  was so excited 2 go &amp; meet the kids. I'll have 2 wait another 2 wks"
37572,1753516037,joy,ficklampa,"@wendy_fred6 Awww... :/ I guess that's both good and bad, moving is not an option I guess?  Mhm, so are you, hehe ;) (we have same time?)"
25134,1695004268,joy,Chrissy200,"@RobPattinson_ I hope filming is going well  I'm new to the whole &quot;Twilight phenomenon&quot;, they couldn't have picked a better &quot;vampire&quot;!"
28212,1696089109,joy,benjaminmwebb,....dont act like your not impressed
32998,1752474256,joy,RoonskyRiot,I've got Isabel now to get some food!
37155,1753435099,joy,Tyrs4u,@MrCav lol.. ass monkey
29698,1751323104,joy,toughtess,Off to dinner with @rademach &amp; his fam.
28204,1696088846,joy,veryyfresh,@dayzie63 LMï¿½ï¿½oï¿½o! my job is funn
26788,1695545029,joy,SexyKellyC,@THEREALNOM hehe  now im smiling... but u still gotta make it up to me
2214,1957496048,joy,mickla,this sux but took like 4 minutes. going to sleep finally  http://img36.imageshack.us/img36/4603/iprevailedsig.png
29818,1751360134,joy,_DINA,"@dazzledbydiaper Everyone, please welcome my new friend, Kari, with a warm follow, as she just set up her twitter account tonight"
39155,1753774056,joy,iOriana,I can Rome without Ceasar
22402,1694420643,joy,ComedyQueen,@keza34 lol fine by me  long as its not the scary dude its all good
21850,1694312273,joy,Kelly__Turner,@FiiFiiii ahahahaha you love Twilight don't liee!!!  and we all know I love Robert Pattinson!!
24711,1694905202,joy,claud_ineee,i think i like the workshop
25778,1695192826,joy,xxJadeyyxx,@dougiemcfly hahahha but days off are cool when nothings open  its like isolated and haha cool
15947,1965077042,joy,ebalala,Harley Quinn cstm  hehehehe  not going to the prom buaa
1279,1957262854,joy,KatieSouthie,#thingsmummysaid You need to learn to wash dishes and do laundry because I won't always be here to do them for you. She was right
5097,1960618810,joy,danielsnotcool,I want to go to Universal too!
31730,1752052047,joy,laurenadrienne,Yay got the Internet on my itouch working
14303,1964454192,joy,TheABCsMom,Hmm...what to make for dinner tonight???  No clue.  Don't feel like cooking anything    Hubby wants to go away tonight.
7799,1961895266,joy,hugocf,"Ok, shortened urls are fine and all but, please, give me more context other than just &quot;cool&quot;. Not everyone has &quot;url-auto-expand&quot;"
35396,1753095413,joy,130587,joininghe bandwagon.... wheeeeeeeeeeee.
2334,1957520723,joy,zeabphotos,I Need to get my friggin cameras cleand ASAP !!
39906,1753902732,joy,loborohan,@ascrivner come over to my place for a cup of tea
32899,1752444012,joy,JamesPMorrison,@jholden23 we'll test that theory  with no right arm to strum with.  Got a feelin I'll be humming my new tunes for a while
37667,1753531785,joy,humerfred,@solangeknowles www.youtube.com/watch?v=6UrRxta8doM this was the first 1!
37493,1753498834,joy,Netra,@shubhamsingal ....nope.. its for the 1st time we invited her at SSM  and she very graceful accepted it !
15198,1964766277,joy,tilduhh,My uncle isn't coming after all
21165,1694182910,joy,NotProfane,"@tynishakeli I like Light out, Walls up &amp; shatter'd the most! Great work, Germany must get to know you asap.."
34692,1752940961,joy,CaMabigail,@djR3Z okay just checking!
22475,1694437619,joy,ffifah,"Is at coffee bean, met Dean"
18212,1965913885,joy,jrmyslv,@alexxxpatterson we won't be in town  email me if there is another one though.
14704,1964617614,joy,ElleActressxx,@ItsIan ohhh your soo lucky it is nice out. Here it is rainy and humid.
24156,1694770748,joy,Miss_Bellatrix,Another nice day again! Working in Goderich today so I can walk &amp; enjoy the weather
35333,1753075575,joy,offorsobianco,Hecks yeah. Jandy timsamlake is too rawesome!
3280,1957744492,joy,supercracko,I want to play parachute games.
22851,1694510508,joy,lessthan140,@abledragon The geek in me won.  I am building my own photoblog theme...
12510,1963592079,joy,Bazzaa,"@Big_Jim I so much want to see the screen adaptation of Kick Ass, but once i found out Nick cage was in it, my heart sank"
28393,1696178361,joy,IndieJane,Guess who has internet at her house? *raises hand* And it's not dial up.
39581,1753839028,joy,handi,"gets sumthin special, but i want more. akankah suatu hari ku kan mendapatkannya...? only GOD knows..."
33049,1752476867,joy,AnitaFajita262,@jimmyfallon Saw you on SNL with your diploma..Congrats. You must be overjoyed.   Now I am finally going to bed..NITE
7612,1961815264,joy,meganmegatron,I want it to rain today! Like full thunderstorm style! But it probably won't
18397,1965958170,joy,AWDawno,"@LisaSpangenberg sadly @Dawno isn't me. It's some1 w/ 1 follower 1 update &amp; hasn't used Twitter since May 1, '07  I wanted that name, too"
20761,1694108115,joy,avantianggia,do some research for my article
37622,1753517747,joy,XGraceStAcKX,"@bradiewebbstack ooh yay, its been forevs since last ss tv  baked dinner is so good, how yummy. I had prawns  xx"
28949,1751035130,joy,Wo0t,"@SunnyBuns Haha, you didn't do anything wrong."
24616,1694880947,joy,aimeechocoholic,@gregjames will you be posting a pic of you H suit?? Pretty please?
1490,1957319044,joy,AlyshiaSheree,@TerrenceJ106  aww-that's my last one. Roo-Oop
26798,1695545553,joy,currystrumpet,@zzybug thankfully it's just a really bad sinus infection. they're just watching out for me since i've traveled recently. thanks though
33578,1752645816,joy,wolfchild59,"@babyvtec lol - that's what hubby's are there for, to think their wives are nuts."
7340,1961643503,joy,nethmii,@letsdrawmistle it was really good sally! you should have beeeeen there!  xxxx
27063,1695620893,joy,keikojmg,Ar work bored...hope Tiff gets here soon then the fun can start
1955,1957440197,joy,FoOie,@gnoserif FANTASTIC IDEA.. you the man! but I'll end up all lonely when the tourist goes home
7682,1961833803,joy,SweetTweet78,Decided I should study  (finger down throat making gaging noises) Hate MFs!!
35165,1753049583,joy,paulskinny,nice night  bed time; work from 4:30-8:45 tomorrow
27326,1695730627,joy,SaraRandall,@techn0crat .. IN SWEATERS
36105,1753238222,joy,atariuu,@amnitaleandra Ow. Okay.  It's good you're better now.
30592,1751644647,joy,GRETCHYiSDOPE,http://twitpic.com/4w9ce - my future car ! I love it !
27930,1695965488,joy,ALioness99,@amandamiller Thanks! We're almost there
10485,1962917162,joy,SunshineBoat,"@blaqberry I know, me too.  I'm hoping since I got him sesame oil, which he loves, that he'll let it slide. *fingers crossed*"
9805,1962718052,joy,Layua,Off to NC tonight until June 7th! I'm going to miss NYC   Getting ready for my 21st birthday Luau BBQ on JULY 11TH!!!!!!!!
26683,1695509014,joy,DTong,Starting my work week with a little AC Newman
22564,1694455429,joy,Natalia_Bella,"@igzzie Easy, I'm trying to learn   Serious and normal....two new words for me ;)"
33605,1752647022,joy,Samtheman1521,@mileycyrus YOU GAVE A GOOD SPEECH AT THE BREAST CANCER FOR REVLON FOR WOMEN TODAY
31894,1752090324,joy,Tsoniki,@angienewton You mean set up to start using? just jump in! Use the # sign with whatever word you want to use
35822,1753178973,joy,marco_cali,"@rhettroberts haha no, I was referring to the band... http://www.myspace.com/lcdsoundsystem"
17302,1965589165,joy,davidahughes,"I have an awesome picture of happy pint, but it's not sending"
20944,1694144685,joy,phiali,@NimbleRareFox wow that's quite a long time for studying  Good luck with the job hunting though.Yes also a Mac user (iMac) this side hehe
33748,1752698813,joy,MommysAngel,"Years ago when my neighbor told me she went to school with Sharkboy I didnt care...Too Bad, bcuz now Taylor Lautner is a little hottie!!"
37622,1753517747,joy,XGraceStAcKX,"@bradiewebbstack ooh yay, its been forevs since last ss tv  baked dinner is so good, how yummy. I had prawns  xx"
17073,1965520444,joy,Lovingshirls,Ohhhhh what a line
12008,1963419566,joy,MrsTDickson,@MrsKerryKatona glad 2hear it kerry!!! didnt know u were on gmtv this morning &amp; i missed it!
23116,1694552261,joy,soragon,May the 4th be with you  (via @matthew858) Thanks. I get it now. And it's awesome.
3473,1958054940,joy,VernishiaRenee,Goin 2 eat some SMACKS 4 breakfast then getting started on my day- catch ya on the flipside- I really wish I cud go mobile-dang Bahrain
12081,1963459465,joy,Tuckaa,About to go on 6 hour journey home
34112,1752795978,joy,bigben91190,Did you know call of duty has a scenario game called &quot;Nazi zombies?&quot; it's awesome and scary at the same time
23057,1694550086,joy,nathanryder,@CyranDorman Woot! I have created something inspirational! ;) Look forward to seeing more of your writings
31976,1752125322,joy,starbytes,@msulatbuku LOL! Glad you like it!
24061,1694747890,joy,lyndalpn,@DinaRoberts thanks
20163,1693995083,joy,cheapcheapcheap,@SashaKane I am absolutely craving a brownie with ice cream right now. FedEx some over!
32575,1752350460,joy,andieegarza,"@AlexAllTimeLow ohh snapp, have fun"
26309,1695374320,joy,cupcakebella,on the way to nanny  school starts tomorrow! one step closer to being a teacher!
24501,1694857508,joy,shancmf,@fayarina shweeeeet!
22835,1694495285,joy,LindaStanford,@johnmcginn Hi John! Thanks for sharing that quote! It's soo true
22038,1694348447,joy,loves2rockout,i just woke up and remembered theres no school!!! life is good  xxxxxx
34251,1752822998,joy,ellastrange0013,Going to Newtown soon. (Y)
742,1957137171,joy,dancer2techie,@leopardqueen @seekinspiration Have fun! I miss you guys a lot!
31107,1751820979,joy,glambert1,Gonna read a story bout adam lambert online then bed. Nighty night
5071,1960607071,joy,ShayneFly,"@ExtremeWithin Yes, soak it up for sure. It's gonna be fast n furious. Only one show this year  More reason to revel in the moment."
22490,1694438144,joy,NatPivac77,Chilling out....now the boys have gone  Time To Relax
33264,1752563007,joy,true_rockstar,i want to sleep XD !!!! but i have a song in my head that make me crazy and dont know if i write the song or not hahhaha
29847,1751361334,joy,pranjalshahi,i jus love doin night shifts...will be done in an hour
35184,1753050392,joy,LuCiajavon,@lavvocato got it. Welchs grape too please
21401,1694222737,joy,ITsGEOBetCH,@thatboyBryant dont cry for me! i will see u tomorrow.  muah.
33753,1752699031,joy,BigBK,"a band from Hawaii with a Sublime sound, so all you sublime haters can just move along  ? http://blip.fm/~5yy4n"
16884,1965472544,joy,LightFoundDark,@Jasiurl YAEH! THANK GOD IM HOME!...it suekd and we were kicked out of a church.
31209,1751854724,joy,anasmiles,@theteganandsara PRIDE next weekend in Long Beach!!
